Issued,Paid,Status,Location,Ward,Ticket Destination,Zone Name,Outstanding,Contravention,Contravention Description
18/04/2019 13:28,-£30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 13:28,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 13:29,-£35.00,Pre-NtO Discount,St James Square,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
18/04/2019 13:30,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 13:30,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 13:30,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
18/04/2019 13:34,£0.00,Post NtO,George Leigh Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 13:35,£0.00,Pre-NtO Full Rate,Bridgewater Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5,Parked after the expiry of paid for time  
18/04/2019 13:37,-£25.00,Pre-NtO Discount,Cross Keys Street,Piccadilly,Affixed to vehicle,Limited Waiting,£0.00,30,Parked for longer than permitted 
18/04/2019 13:39,-£25.00,Pre-NtO Discount,Marshall Street,Piccadilly,Affixed to vehicle,Limited Waiting,£0.00,30,Parked for longer than permitted 
18/04/2019 13:39,£0.00,Cancelled,Brown Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 13:40,£0.00,Cancelled,Museum Street,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 13:42,-£35.00,Pre-NtO Discount,Hewitt Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 13:44,-£30.00,Post NtO,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 13:48,£0.00,Post NtO,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,No Loading at Any Time,£70.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
18/04/2019 13:50,-£25.00,Pre-NtO Discount,Faulkner Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
18/04/2019 13:50,-£25.00,Pre-NtO Discount,Jersey Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£0.00,24,Not parked correctly within the markings of the bay or space 
18/04/2019 13:51,-£35.00,Pre-NtO Discount,Stamford Road (Longsight),Longsight,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
18/04/2019 13:51,£0.00,Post NtO,Everett Road,Old Moat,Affixed to vehicle,Parking Place,£50.00,30,Parked for longer than permitted 
18/04/2019 13:51,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 13:52,-£25.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 13:52,-£35.00,Pre-NtO Discount,Altrincham Street,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 13:53,£0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 13:54,-£35.00,Pre-NtO Discount,PARSONAGE LANE,Central,Handed To Driver,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 13:54,-£50.00,Pre-NtO Discount,Faulkner Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
18/04/2019 13:56,-£70.00,Pre-NtO Full Rate,Jordan Street,Deansgate,Affixed to vehicle,No Waiting,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 13:57,-£30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 13:58,£0.00,Post NtO,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 14:01,-£35.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:02,-£35.00,Pre-NtO Discount,William Street,DidsburyEast,Affixed to vehicle,Restricted Area,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:04,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:04,£0.00,Post NtO,Spear Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting,£70.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:05,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:06,-£35.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:06,-£25.00,Pre-NtO Discount,deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 14:06,-£25.00,Pre-NtO Discount,Wythenshawe Forum Car Park,Baguley,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 14:06,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:06,-£35.00,Pre-NtO Discount,Rainforth Street,Longsight,Affixed to vehicle,No Waiting,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:09,£0.00,Cancelled,Wythenshawe Forum Car Park,Baguley,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 14:10,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:11,£0.00,Cancelled,STYLE STREET,Central,Affixed to vehicle,Restricted Area,£0.00,30,Parked for longer than permitted 
18/04/2019 14:12,-£35.00,Pre-NtO Discount,St Ann Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
18/04/2019 14:13,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:13,-£35.00,Pre-NtO Full Rate,Hall Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:16,£0.00,Post NtO,Peter Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5,Parked after the expiry of paid for time  
18/04/2019 14:16,-£35.00,Pre-NtO Discount,Lower Park Road,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:16,£0.00,Post NtO,Hall Car Park,(None),Affixed to vehicle,No waiting at any time,£70.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:19,-£35.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:21,£0.00,Post NtO,Faulkner Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 14:23,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:24,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:25,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:25,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:25,-£35.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:28,-£35.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:29,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:30,-£35.00,Pre-NtO Discount,Cotton Lane (Withington),Withington,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
18/04/2019 14:31,-£35.00,Pre-NtO Discount,Mill Lane (Northernden),Northenden,Handed To Driver,No Waiting,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:32,£0.00,Post NtO,Hall Car Park,(None),Affixed to vehicle,No waiting at any time,£70.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:34,-£35.00,Pre-NtO Discount,Hardman Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
18/04/2019 14:34,£0.00,Post NtO,Stockport Road (Longsight),Longsight,Handed To Driver,No Waiting,£70.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:37,-£35.00,Post NtO,Park Crescent,Rusholme,Postal-vehicle drive away,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 14:37,£0.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:37,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 14:38,£0.00,Post NtO,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 14:39,-£25.00,Pre-NtO Discount,Museum Street,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
18/04/2019 14:41,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 14:44,£0.00,Cancelled,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 14:44,£0.00,Post NtO,Dickenson Road,Longsight,Affixed to vehicle,Restricted Area,£70.00,23,Parked in a parking place or area not designated for that class of vehicle 
18/04/2019 14:45,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 14:50,£0.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 14:52,-£25.00,Pre-NtO Discount,Brown Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 14:53,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 14:54,£0.00,Post NtO,Chancery Lane,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5,Parked after the expiry of paid for time  
18/04/2019 14:55,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 14:55,£0.00,Post NtO,Copson Street,Old Moat,Handed To Driver,Disabled Persons Parking Place,£70.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
18/04/2019 14:55,£0.00,Post NtO,Wythenshawe Forum Car Park,Baguley,Affixed to vehicle,Car Park,£70.00,87,Parked in a disabled person's parking space without clearly displaying a valid disabled person's badge H
18/04/2019 14:56,£0.00,Pre-NtO Full Rate,Bootle Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 15:01,£0.00,Post NtO,Chancery Lane,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5,Parked after the expiry of paid for time  
18/04/2019 15:01,-£25.00,Pre-NtO Discount,Spear Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
18/04/2019 15:05,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:06,£0.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 15:06,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:08,£0.00,Cancelled,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 15:08,£0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:08,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,82,Parked after the expiry of paid for time  
18/04/2019 15:11,£0.00,Cancelled,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:11,-£35.00,Pre-NtO Discount,Plymouth Grove (Ardwick),Ardwick,Affixed to vehicle,No Waiting,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 15:15,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 15:16,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:19,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,87,Parked in a disabled person's parking space without clearly displaying a valid disabled person's badge H
18/04/2019 15:19,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 15:21,£0.00,Post NtO,Phoenix Street,City Centre,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 15:23,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:23,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 15:24,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:25,-£30.00,Post NtO,Rochdale Road (Lathbury Road to Queens Road),MP&NH,CCTV Issue,Restricted Area,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:27,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:27,£0.00,Post NtO,Edge Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,5,Parked after the expiry of paid for time  
18/04/2019 15:29,£0.00,Post NtO,Hathersage Road,Ardwick,Affixed to vehicle,No Waiting,£70.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 15:29,£0.00,Cancelled,Marsden Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 15:30,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:43,-£30.00,Post NtO,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:46,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 15:56,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:02,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:04,£0.00,Post NtO,Minshull Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,5,Parked after the expiry of paid for time  
18/04/2019 16:05,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:10,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:12,£0.00,Pre-NtO Full Rate,Barlow Moor Road (Nw Of Lancaster Road to Palatine Road),Besw&Clayton,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:13,£0.00,Post NtO,Phoenix Street,City Centre,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 16:15,£0.00,Pre-NtO Full Rate,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5,Parked after the expiry of paid for time  
18/04/2019 16:16,£0.00,Post NtO,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:18,-£50.00,Pre-NtO Full Rate,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,24,Not parked correctly within the markings of the bay or space 
18/04/2019 16:20,-£30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:21,-£30.00,Post NtO,Anson Road (South East Of Daisy Bank Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:21,-£35.00,Pre-NtO Discount,Mount Street (City Centre : ZONEA),Deansgate,Handed To Driver,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
18/04/2019 16:22,-£35.00,Pre-NtO Discount,Parsonage,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 16:24,-£50.00,Pre-NtO Discount,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 16:25,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:25,£0.00,Post NtO,King Street West,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 16:26,£0.00,Cancelled,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 16:26,£0.00,Post NtO,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 16:27,-£30.00,Post NtO,Anson Road (South East Of Daisy Bank Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:30,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:31,-£30.00,Post NtO,Anson Road (South East Of Daisy Bank Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:33,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:34,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:35,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,82,Parked after the expiry of paid for time  
18/04/2019 16:36,£0.00,Post NtO,Swan Street,Piccadilly,Affixed to vehicle,Pay And Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 16:38,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:39,£0.00,Pre-NtO Full Rate,Barlow Moor Road (Nw Of Lancaster Road to Palatine Road),Besw&Clayton,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:39,£0.00,Pre-NtO Full Rate,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 16:41,£0.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:41,£0.00,Post NtO,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:44,£0.00,Post NtO,St James`s Square,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 16:44,-£25.00,Pre-NtO Discount,Collier Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
18/04/2019 16:47,-£30.00,Post NtO,Barlow Moor Road (Nw Of Lancaster Road to Palatine Road),Besw&Clayton,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:49,-£25.00,Pre-NtO Discount,Wythenshawe Forum Car Park,Baguley,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 16:51,-£25.00,Pre-NtO Discount,Bootle Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
18/04/2019 16:51,£0.00,Post NtO,Anson Road (South East Of Daisy Bank Road),Rusholme,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:51,£0.00,Post NtO,Mayes Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,5,Parked after the expiry of paid for time  
18/04/2019 16:51,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,82,Parked after the expiry of paid for time  
18/04/2019 16:51,£0.00,Post NtO,Lower Ormond Street (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5,Parked after the expiry of paid for time  
18/04/2019 16:52,£0.00,Post NtO,Shudehill (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£70.00,23,Parked in a parking place or area not designated for that class of vehicle 
18/04/2019 16:53,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:54,£0.00,Post NtO,John Dalton Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 16:55,£0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:56,£0.00,Post NtO,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:57,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 16:58,-£50.00,Post NtO,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
18/04/2019 16:59,-£25.00,Pre-NtO Discount,Tib Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
18/04/2019 17:03,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
18/04/2019 17:03,£0.00,Post NtO,St Mary`s Parsonage,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 17:07,-£25.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
18/04/2019 17:10,-£35.00,Pre-NtO Discount,Arundel Street,Hulme,Affixed to vehicle,Restricted Area,£0.00,1,Parked in a restricted street during prescribed hours 
18/04/2019 17:11,-£25.00,Pre-NtO Discount,Lloyd Street,Moss Side,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
